Unnamed: 0,City,State_x,Lat,Lng,Airport Name,Airport Address,Airport Rating,Airport Code,Cheapest_Outbound_Airfare,Cheapest_Return_Airfare,Hotel,Rating,State_y,Country,Price,location,name,rating,review_count
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Magnuson Hotel Jacksonville Downtown,2.0,FL,us,55.2,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Southbank Hotel Jacksonville Riverwalk,3.5,FL,us,118.15,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Casa Paradiso,4.0,FL,us,164.0,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Hilton Garden Inn Jacksonville Downtown Southbank,3.0,FL,us,118.15,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Riverdale Inn,3.0,FL,us,185.0,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Mithila Hotel,2.0,CA,us,44.49,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Embassy Hotel,2.5,CA,us,78.79,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,The Phoenix Hotel,2.5,CA,us,134.1,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Hayes Valley Inn,3.0,CA,us,71.5,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,SOMA Park Inn – Civic Center,2.0,CA,us,78.75,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,San Francisco Inn,2.0,CA,us,76.5,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,1906 Mission,2.5,CA,us,91.23,San Francisco,Tom and Jerry's House,5.0,87.0
12.0,San Francisco,California,37.7749295,-122.4194155,San Francisco International Airport,"799 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,City Center Inn & Suites,2.0,CA,us,87.2,San Francisco,Tom and Jerry's House,5.0,87.0
13.0,Indianapolis,Indiana,39.768403,-86.158068,Indianapolis International Airport,"7800 Col. H. Weir Cook Memorial Dr, Indianapolis",4.3,ATL,47.0,92.0,Best Western Plus Indianapolis Downtown,2.5,IN,us,79.91,Indianapolis,White River State Park,5.0,75.0
13.0,Indianapolis,Indiana,39.768403,-86.158068,Indianapolis International Airport,"7800 Col. H. Weir Cook Memorial Dr, Indianapolis",4.3,ATL,47.0,92.0,Omni Severin Hotel,4.0,IN,us,184.73,Indianapolis,White River State Park,5.0,75.0
